20180118112142942PCB1.jpg,EdwinXu,0,332,357,366,403,1
20180118112142942PCB1.jpg,EdwinXu,1,387,357,416,405,1
20180118112142942PCB10.jpg,EdwinXu,0,22,202,75,237,1
20180118112142942PCB10.jpg,EdwinXu,1,194,201,249,237,1
20180118112142942PCB10.jpg,EdwinXu,2,24,261,77,298,1
20180118112142942PCB10.jpg,EdwinXu,3,196,258,251,300,1
20180118112142942PCB10.jpg,EdwinXu,4,1,373,33,407,1
20180118112142942PCB10.jpg,EdwinXu,5,221,372,259,408,1
20180118112142942PCB100.jpg,EdwinXu,0,339,30,399,69,1
20180118112142942PCB100.jpg,EdwinXu,1,261,228,334,288,1
20180118112142942PCB100.jpg,EdwinXu,2,84,342,138,393,0
20180118112142942PCB101.jpg,EdwinXu,0,1,30,57,71,1
20180118112142942PCB101.jpg,EdwinXu,1,230,30,291,71,1
20180118112142942PCB101.jpg,EdwinXu,2,112,210,174,267,1
20180118112142942PCB103.jpg,EdwinXu,0,212,224,284,294,1
20180118112142942PCB105.jpg,EdwinXu,0,268,225,336,286,1
20180118112142942PCB106.jpg,EdwinXu,0,82,167,140,224,1
20180118112142942PCB106.jpg,EdwinXu,1,262,165,323,225,1
20180118112142942PCB106.jpg,EdwinXu,2,79,322,141,385,1
20180118112142942PCB106.jpg,EdwinXu,3,264,324,323,382,1
20180118112142942PCB107.jpg,EdwinXu,0,310,27,371,66,0
20180118112142942PCB107.jpg,EdwinXu,1,233,223,310,289,1
20180118112142942PCB107.jpg,EdwinXu,2,53,340,113,391,0
20180118112142942PCB108.jpg,EdwinXu,0,204,28,266,66,1
20180118112142942PCB108.jpg,EdwinXu,1,87,207,146,261,1
20180118112142942PCB11.jpg,EdwinXu,0,335,180,370,226,1
20180118112142942PCB11.jpg,EdwinXu,1,395,180,416,230,0
20180118112142942PCB110.jpg,EdwinXu,0,187,223,256,285,1
20180118112142942PCB111.jpg,EdwinXu,0,216,220,283,289,1
20180118112142942PCB112.jpg,EdwinXu,0,253,220,325,287,1
20180118112142942PCB113.jpg,EdwinXu,0,106,22,169,85,1
20180118112142942PCB113.jpg,EdwinXu,1,289,23,349,81,1
20180118112142942PCB114.jpg,EdwinXu,0,264,260,331,330,1
20180118112142942PCB115.jpg,EdwinXu,0,114,231,173,288,1
20180118112142942PCB115.jpg,EdwinXu,1,310,97,376,157,0
20180118112142942PCB115.jpg,EdwinXu,2,309,230,378,283,1
